SUB_TYPE,APPLICANT_ORGANIZATION,IN_DATE,ISSUE_DATE
Concrete Pouring,DPR Construction,11/30/2018,11/30/2018
Concrete Pouring,Ryan Companies US INC,9/20/2019,9/20/2019
Concrete Pouring,,12/13/2021,12/14/2021
Government Amplified Sound,Love-A-Bull,11/4/2010,11/4/2010
Concrete Pouring,Capform Inc,7/2/2013,7/2/2013
Concrete Pouring,Capform Inc,11/21/2017,11/21/2017
Concrete Pouring,Gilbane,2/7/2018,2/7/2018
Concrete Pouring,Flintco,8/1/2019,8/1/2019
Concrete Pouring,JE Dunn Construction,8/12/2021,8/12/2021
Concrete Pouring,JE Dunn Construction,9/1/2023,9/1/2023
Concrete Pouring,Holder Construction Company,1/14/2020,1/15/2020
Private Sound Amplification,AAPC,9/11/2015,9/16/2015
Concrete Pouring,Capform Inc,10/6/2023,10/6/2023
Concrete Pouring,Baker Concrete Construction,8/12/2022,8/12/2022
Advertising Sound Amplification,,3/7/2018,3/7/2018
Outdoor Music Venue,,2/2/2018,3/14/2018
Advertising Sound Amplification,Roadway Productions,1/26/2016,3/3/2016
Advertising Sound Amplification,AUSTIN AMERICAN STATESMAN,6/3/2009,6/3/2009
Moving Vehicle,Occupy Austin,11/3/2011,11/3/2011
Outdoor Music Venue,,5/9/2022,6/13/2022
Outdoor Music Venue,Juliet Italian Kitchen,6/27/2018,7/31/2018
Concrete Pouring,Ryan Companies US INC,3/9/2020,3/9/2020
Concrete Pouring,DPR Construction,7/22/2019,7/24/2019
Private Sound Amplification,Great Hills Country Club,9/23/2016,9/23/2016
Concrete Pouring,DPR Construction,1/16/2025,1/16/2025
Public Sound Amplification,,6/17/2011,6/17/2011
Outdoor Music Venue,"Guero's Restaurant, Inc.",7/3/2014,7/22/2014
Concrete Pouring,JE Dunn,5/29/2020,5/29/2020
Concrete Pouring,JE Dunn Construction,10/2/2015,10/2/2015
Concrete Pouring,Capform Inc,6/13/2023,6/13/2023
Concrete Pouring,Baker Concrete Construction,1/27/2022,1/27/2022
Concrete Pouring,JE Dunn Construction,8/5/2021,8/5/2021
Concrete Pouring,"Balfour Beatty Construction, LLC",1/9/2015,1/9/2015
Concrete Pouring,DPR Construction,9/11/2018,9/11/2018
Concrete Pouring,Capform Inc,2/23/2018,2/23/2018
Advertising Sound Amplification,Austin Film Society,2/22/2016,2/23/2016
Concrete Pouring,W Hotels,5/29/2009,6/2/2009
Advertising Sound Amplification,Rally Marketing Group,5/29/2013,5/30/2013
Outdoor Music Venue,,1/13/2016,3/11/2016
Outdoor Music Venue,Club Primo's LLC,2/16/2010,
Outdoor Music Venue,"LW Southpark, Inc -DBA LITTLE WOODROW'S SOUTHPARK",8/10/2010,11/4/2010
Outdoor Music Venue,Snack Bar,7/11/2011,8/4/2011
Concrete Pouring,McClone Construction Company,7/7/2021,7/7/2021
Outdoor Music Venue,"Austin Hawk, LP dba The Mohawk",2/1/2011,4/12/2011
Private Sound Amplification,,3/10/2017,3/10/2017
Outdoor Music Venue,411 First Floor Inc,10/3/2014,
Outdoor Music Venue,Sammie's Italian LLC,1/21/2022,7/1/2022
Concrete Pouring,DPR Construction,10/28/2020,10/28/2020
Government Amplified Sound,American Diabetes Association,9/9/2015,9/10/2015
Concrete Pouring,DPR Construction,9/9/2024,9/9/2024
Concrete Pouring,United Forming Inc,9/22/2014,9/22/2014
Concrete Pouring,,4/15/2022,4/15/2022
Government Amplified Sound,Health Alliance for Austin Musicians,9/23/2013,9/23/2013
Concrete Pouring,DPR Construction,1/28/2019,1/28/2019
Private Sound Amplification,,2/20/2018,3/12/2018
Concrete Pouring,DPR Construction,12/12/2018,12/12/2018
Advertising Sound Amplification,Wonderland Austin,2/9/2015,3/17/2015
Concrete Pouring,United Forming,6/7/2022,6/21/2022
Advertising Sound Amplification,High Beams Events,2/26/2018,2/26/2018
Concrete Pouring,Keystone Concrete Placement,4/19/2023,4/21/2023
Outdoor Music Venue,Bangers Sausage House & Beer Garden,12/29/2011,10/5/2012
Outdoor Music Venue,,1/12/2023,1/12/2023
Concrete Pouring,TAS Commercial Concrete Construction LLC,6/8/2020,6/8/2020
Outdoor Music Venue,New Moon Group LLC DBA Reina,4/7/2022,6/21/2022
Concrete Pouring,Beck Commercial Construction LLC,4/12/2016,4/12/2016
Concrete Pouring,Ryan Companies US INC,5/21/2020,5/21/2020
Concrete Pouring,Holder Construction Company,8/21/2019,8/21/2019
Outdoor Music Venue,Darwin's Pub,2/12/2019,5/23/2019
Concrete Pouring,Largo Concrete,10/20/2021,10/22/2021
Concrete Pouring,JE Dunn Construction,12/28/2020,12/28/2020
Public Sound Amplification,The Hitting Stops Here!,12/2/2010,12/2/2010
Concrete Pouring,JE Dunn Construction,10/30/2020,10/30/2020
Concrete Pouring,DPR Construction,11/9/2023,11/13/2023
Concrete Pouring,United Forming Inc,3/19/2014,3/19/2014
Outdoor Music Venue,,12/27/2018,3/8/2019
Concrete Pouring,DPR Construction,7/17/2017,7/17/2017
Private Sound Amplification,Duty Now For The Future,6/14/2019,6/14/2019
Concrete Pouring,SJL Const of TX LTD,8/18/2014,8/18/2014
Outdoor Music Venue,Tipsy Alchemist,6/15/2021,7/1/2021
Concrete Pouring,JE Dunn Construction,4/18/2022,4/18/2022
Outdoor Music Venue,Austin City Limits Live Moody Theater,5/1/2023,6/14/2023
Outdoor Music Venue,Holmes LFC INC  DBA LUCYS FRIED CHICKEN,1/7/2014,3/10/2014
Concrete Pouring,DPR Construction,8/15/2023,8/15/2023
Outdoor Music Venue,,10/6/2021,11/5/2021
Advertising Sound Amplification,C3 Presents,2/2/2016,3/11/2016
Concrete Pouring,JE Dunn Construction,2/4/2021,2/4/2021
Advertising Sound Amplification,Ncompass International,2/15/2013,3/28/2013
Concrete Pouring,Hensel Phelps Construction,5/27/2020,5/27/2020
Advertising Sound Amplification,Heard Entertainment LLC,9/10/2013,10/2/2013
Private Sound Amplification,University Baptist Church,3/4/2019,3/7/2019
Private Sound Amplification,,9/10/2018,9/10/2018
Advertising Sound Amplification,Kendra Scott LLC,2/24/2016,3/1/2016
Advertising Sound Amplification,Clive Bar Austin LLC,2/16/2011,3/22/2011
Concrete Pouring,Beck Commercial Construction LLC,3/9/2016,3/9/2016
Private Sound Amplification,Republican Party Of Texas,8/31/2009,8/31/2009
Concrete Pouring,JE Dunn,9/28/2023,9/28/2023
Outdoor Music Venue,,3/10/2022,4/27/2022
Advertising Sound Amplification,Awestruck Marketing Group,3/3/2015,3/13/2015
Concrete Pouring,Capform Inc,5/23/2017,5/23/2017
Concrete Pouring,Largo Concrete,10/31/2013,10/31/2013
Concrete Pouring,"United Forming, Inc.",5/25/2016,5/25/2016
Concrete Pouring,SJL Const of TX LTD,3/21/2014,3/21/2014
Concrete Pouring,SJL CONST OF TX LTD,3/7/2014,3/7/2014
Concrete Pouring,DPR Construction,6/30/2023,6/30/2023
Outdoor Music Venue,"Guero's Restaurant, Inc.",6/11/2012,7/19/2012
Outdoor Music Venue,Mueller Browning Hangar/Lake Park,5/28/2015,7/8/2015
Advertising Sound Amplification,C3 Presents,2/22/2013,
Concrete Pouring,United Forming,4/22/2022,4/22/2022
Outdoor Music Venue,,2/28/2014,4/7/2014
Concrete Pouring,Austin Commercial,7/27/2017,7/27/2017
Outdoor Music Venue,Nasha Restaurant,7/31/2019,10/18/2019
Concrete Pouring,Austin Commerical LP,6/29/2015,6/29/2015
Concrete Pouring,"Balfour Beatty Construction, LLC",8/15/2014,8/15/2014
Advertising Sound Amplification,The Electric Company,3/5/2018,3/7/2018
Outdoor Music Venue,ACL Live,10/17/2016,12/8/2016
Advertising Sound Amplification,Rally Marketing Group,6/19/2013,6/19/2013
Outdoor Music Venue,FBR Management,12/19/2023,2/7/2024
Concrete Pouring,Holder Construction Company,5/24/2019,5/28/2019
Outdoor Music Venue,Austin Christian Fellowship,4/30/2014,6/12/2014
Advertising Sound Amplification,"ACR ENGINEERING, INC.",3/7/2012,
Outdoor Music Venue,Friends Bar,8/23/2023,10/18/2023
Concrete Pouring,"United Forming, Inc.",10/3/2016,10/3/2016
Concrete Pouring,McClone Construction Company,12/15/2020,12/18/2020
Outdoor Music Venue,,11/14/2013,1/17/2014
Concrete Pouring,Harvey-Cleary,8/15/2023,8/16/2023
Private Sound Amplification,,10/2/2012,
Concrete Pouring,ROGERS - O'BRIEN CONSTRUCTION,11/15/2016,11/15/2016
Concrete Pouring,JE Dunn Construction,9/15/2021,9/15/2021
Private Sound Amplification,,3/29/2017,3/29/2017
Private Sound Amplification,Duty Now For The Future,7/11/2017,7/14/2017
Concrete Pouring,JE Dunn Construction,8/8/2023,8/8/2023
Outdoor Music Venue,Highland Lounge,2/7/2023,3/8/2023
Outdoor Music Venue,Easy Tiger Holdings LLC,11/2/2018,4/16/2019
Outdoor Music Venue,MEANWHILE BREWING CO LLC,7/14/2023,8/17/2023
Outdoor Music Venue,"Scenic PG, LLC",11/16/2018,3/11/2019
Advertising Sound Amplification,Joe's Bar & Grill,3/17/2010,3/17/2010
Concrete Pouring,DPR Construction,4/15/2019,4/15/2019
Private Sound Amplification,Ion Art Inc,11/16/2017,11/16/2017
Advertising Sound Amplification,"Three's Company, LLC ATTN: Charles Ferraro",2/25/2011,3/22/2011
Advertising Sound Amplification,High Beams Events,2/14/2017,3/8/2017
Advertising Sound Amplification,IRL Productions,2/15/2013,4/2/2013
Concrete Pouring,,3/9/2012,3/9/2012
Concrete Pouring,DPR Construction,9/28/2017,9/28/2017
Concrete Pouring,DPR Construction,11/16/2018,11/16/2018
Concrete Pouring,DPR Construction,11/2/2023,11/7/2023
Concrete Pouring,Austin Commercial,4/18/2017,4/18/2017
Concrete Pouring,Beck Commercial Construction LLC,4/28/2016,5/3/2016
Outdoor Music Venue,,2/14/2017,3/14/2017
Concrete Pouring,Largo Concrete,2/24/2020,2/25/2020
Concrete Pouring,The Beck Group,2/15/2022,2/15/2022
Outdoor Music Venue,Shakespeare's Pub,1/24/2023,3/8/2023
Private Sound Amplification,,5/15/2018,5/15/2018
Concrete Pouring,DPR Construction,6/24/2019,6/24/2019
Outdoor Music Venue,"Iron Cactus I, LP",6/1/2018,8/7/2018
Advertising Sound Amplification,Casa Chapala Mexican Grill,10/21/2014,10/22/2014
Outdoor Music Venue,,7/15/2021,8/20/2021
Concrete Pouring,DPR Construction,1/9/2025,1/10/2025
Concrete Pouring,DPR Construction,5/22/2020,5/26/2020
Concrete Pouring,JE Dunn,10/7/2022,10/7/2022
Concrete Pouring,Beck Commercial Construction LLC,5/24/2016,5/24/2016
Concrete Pouring,Baker Concrete Construction,2/25/2022,2/25/2022
Advertising Sound Amplification,Metal Morgue Productions LLC,10/3/2014,10/23/2014
Outdoor Music Venue,Shangri-La,2/11/2022,3/7/2022
Outdoor Music Venue,Austin Jukebox Holdings LLC DBA Beerland Texas,2/13/2018,3/5/2018
Outdoor Music Venue,The Upper Decks,4/5/2011,4/22/2011
Government Amplified Sound,Downtown Austin Alliance,12/3/2009,12/3/2009
Outdoor Music Venue,,10/14/2015,12/31/2015
Government Amplified Sound,Austin Children's Museum,4/7/2011,4/7/2011
Concrete Pouring,Flintco,8/19/2019,8/19/2019
Government Amplified Sound,Chula League,9/24/2013,11/26/2013
Private Sound Amplification,,3/16/2022,3/17/2022
Concrete Pouring,Harvey-Cleary,6/6/2023,6/7/2023
Concrete Pouring,Rogers Obrien Const Co,3/13/2020,3/13/2020
Concrete Pouring,Largo Concrete,5/26/2022,5/26/2022
Advertising Sound Amplification,Top Notch Hamburgers,9/2/2014,9/5/2014
Concrete Pouring,Harvey-Cleary,7/28/2023,7/28/2023
Advertising Sound Amplification,,2/24/2014,
Concrete Pouring,Holder Construction Company,5/2/2019,5/2/2019
Advertising Sound Amplification,Something Inc DBA Antone's Nightclub,1/23/2013,4/2/2013
Concrete Pouring,Tribble & Stephens Construction,4/10/2014,4/10/2014
Concrete Pouring,Austin Commercial LP,3/6/2015,3/6/2015
Concrete Pouring,Harvey-Cleary,8/24/2023,8/24/2023
Concrete Pouring,JE Dunn Construction,4/14/2015,4/22/2015
Concrete Pouring,DPR Construction,6/27/2019,6/27/2019
Outdoor Music Venue,Whip In,2/5/2018,3/3/2018
Outdoor Music Venue,,9/16/2019,11/18/2019
Concrete Pouring,JE Dunn,1/16/2023,1/16/2023
Advertising Sound Amplification,Butler Creative LLC,3/3/2014,3/17/2014
Outdoor Music Venue,,2/27/2017,3/16/2017
Advertising Sound Amplification,Urban Outfitters,2/28/2011,3/22/2011
Advertising Sound Amplification,"Event Marketing Group, Inc.",9/15/2010,9/15/2010
Concrete Pouring,W Hotels,1/11/2010,1/11/2010
Concrete Pouring,DPR Construction,3/6/2018,3/6/2018
Concrete Pouring,Beck Commercial Construction LLC,6/18/2015,
Concrete Pouring,"Greystar Development & Construction, LP",5/17/2022,5/17/2022
Private Sound Amplification,High Beams Events,2/25/2010,3/11/2010
Outdoor Music Venue,Cosmic Coffee and Beer Garden,4/17/2023,5/18/2023
Concrete Pouring,DPR Construction,9/16/2020,9/16/2020
Outdoor Music Venue,IRIE BEAN LLC,9/11/2012,10/5/2012
Outdoor Music Venue,,2/17/2017,3/15/2017
Concrete Pouring,RSI Concrete,8/19/2022,8/19/2022
Concrete Pouring,Hensel Phelps Construction,7/9/2020,
Concrete Pouring,,1/23/2015,1/23/2015
Outdoor Music Venue,,2/20/2014,3/11/2014
Concrete Pouring,The Beck Group,4/25/2022,4/25/2022
Outdoor Music Venue,Austin Partners LLC,6/24/2015,9/2/2015
Concrete Pouring,Capform Inc,9/29/2017,9/29/2017
Outdoor Music Venue,THE BLACKHEART LLC,2/28/2018,3/14/2018
Concrete Pouring,JE Dunn Construction,9/23/2021,9/23/2021
Concrete Pouring,Capform Inc,9/22/2023,9/22/2023
Advertising Sound Amplification,Clear Wireless Inc,12/7/2009,12/7/2009
Outdoor Music Venue,"J. Black's, LP",5/10/2011,6/2/2011
Concrete Pouring,JE Dunn,9/12/2022,9/12/2022
Public Sound Amplification,Ten Thousand Villages,8/31/2015,9/10/2015
Outdoor Music Venue,,7/15/2022,9/8/2022
Concrete Pouring,DPR Construction,4/16/2024,4/16/2024
Concrete Pouring,DPR Construction,12/1/2014,
Outdoor Music Venue,Off the Wagon DBA Dirty Dog Bar,10/10/2014,5/26/2015
Concrete Pouring,Capform Inc,6/7/2013,6/7/2013
Concrete Pouring,Capform Inc,5/4/2017,5/4/2017
Private Sound Amplification,,9/15/2023,10/13/2023
Outdoor Music Venue,Mohawk,2/17/2022,3/4/2022
Concrete Pouring,DPR Construction,1/9/2018,1/9/2018
Concrete Pouring,Largo Concrete,6/1/2020,6/1/2020
Concrete Pouring,Gilbane,1/9/2018,1/9/2018
Concrete Pouring,JE Dunn Construction,7/2/2021,7/2/2021
Concrete Pouring,Keystone Concrete Placement,5/9/2023,5/9/2023
Outdoor Music Venue,Beck and Bobs LLC,8/11/2014,9/24/2014
Concrete Pouring,Pravo Construction,10/17/2023,10/17/2023
Concrete Pouring,Largo Concrete,1/10/2014,1/10/2014
Outdoor Music Venue,Darwin's Pub,3/24/2017,4/13/2017
Concrete Pouring,DPR Construction,5/15/2024,5/20/2024
Concrete Pouring,DPR Construction,12/5/2017,12/5/2017
Outdoor Music Venue,DiverseArts Culture Works,9/29/2015,2/8/2016
Concrete Pouring,SJL Const of TX LTD,4/4/2014,4/4/2014
Advertising Sound Amplification,Bennett Consulting,11/15/2013,3/10/2014
Concrete Pouring,Capform,10/17/2013,10/17/2013
Concrete Pouring,Capform Inc,12/5/2022,12/5/2022
Outdoor Music Venue,Hotel SJ Tenant Inc,4/18/2016,5/29/2016
Outdoor Music Venue,,5/15/2018,7/20/2018
Concrete Pouring,Ryan Companies US INC,4/15/2020,4/15/2020
Concrete Pouring,W Hotels,9/3/2009,9/3/2009
Concrete Pouring,,4/13/2022,4/14/2022
Concrete Pouring,Rogers Obrien Const Co,8/27/2019,8/27/2019
Concrete Pouring,TAS Commercial Concrete Construction LLC,7/20/2021,7/20/2021
Advertising Sound Amplification,Capital Live Entertainment,12/23/2015,12/30/2015
Outdoor Music Venue,STUBB'S AUSTIN RESTAURANT COMPANY LC,12/22/2014,1/22/2015
Outdoor Music Venue,ACL Live,11/20/2017,1/19/2018
Concrete Pouring,Largo Concrete,10/25/2022,10/25/2022
Concrete Pouring,DPR Construction,3/24/2023,3/24/2023
Concrete Pouring,DPR Construction,2/26/2019,2/26/2019
Outdoor Music Venue,,12/12/2022,3/8/2023
Concrete Pouring,Capform Inc,4/23/2024,4/23/2024
Concrete Pouring,W Hotels,9/3/2009,9/3/2009
Concrete Pouring,Ryan Companies US INC,6/11/2020,6/11/2020
Concrete Pouring,"Greystar Development & Construction, LP",9/19/2022,9/20/2022
Concrete Pouring,Ryan Companies US INC,7/10/2020,7/10/2020
Advertising Sound Amplification,C3 Presents,4/14/2015,4/17/2015
Outdoor Music Venue,,1/11/2017,2/22/2017
Concrete Pouring,Ryan Companies US INC,3/20/2020,3/20/2020
Advertising Sound Amplification,Helix Management,2/3/2014,2/3/2014
Concrete Pouring,Gilbane,5/22/2017,5/22/2017
Outdoor Music Venue,"Stubb's Austin Restaurant Company, LC",1/10/2017,3/7/2017
Concrete Pouring,DPR Construction,2/5/2023,2/6/2023
Concrete Pouring,Austin Commercial,11/13/2017,11/13/2017
Concrete Pouring,W Hotels,9/3/2009,9/3/2009
Private Sound Amplification,Foster ATX,9/15/2021,10/1/2021
Concrete Pouring,DPR Construction,5/12/2023,5/12/2023
Concrete Pouring,"Greystar Development & Construction, LP",7/25/2022,7/25/2022
Government Amplified Sound,St. Elias Orthodox Church,8/22/2014,9/10/2014
Concrete Pouring,Keystone Concrete Placement,3/11/2024,3/11/2024
Outdoor Music Venue,Sullivan's - Austin LP DBA Sullivan's Steakhouse,9/5/2012,10/3/2012
Advertising Sound Amplification,High Beams Events,2/19/2010,3/16/2010
Outdoor Music Venue,Threadgills,8/26/2010,10/4/2010
Concrete Pouring,The Beck Group,3/28/2022,3/28/2022
Advertising Sound Amplification,Doc's Motorworks,7/1/2010,7/1/2010
Concrete Pouring,RSI Concrete,2/22/2022,3/9/2022
Concrete Pouring,McClone Construction Company,5/24/2021,5/24/2021
Concrete Pouring,"United Forming, Inc.",5/10/2016,9/7/2016
Concrete Pouring,DPR Construction,11/22/2013,11/22/2013
Outdoor Music Venue,Austin Icehouse,3/1/2023,4/12/2023
Concrete Pouring,Ryan Companies US INC,8/7/2019,8/7/2019
Concrete Pouring,SJL Const of TX LTD,4/4/2014,4/4/2014
Outdoor Music Venue,STUBB'S AUSTIN RESTAURANT COMPANY LC,1/24/2013,3/5/2013
Concrete Pouring,Capform Inc,8/12/2013,8/12/2013
Concrete Pouring,Austin Commercial,3/15/2019,3/15/2019
Moving Vehicle,JW Marriott Austin,10/21/2015,10/21/2015
Outdoor Music Venue,RAIN ON 4TH,12/26/2012,10/6/2014
Advertising Sound Amplification,,8/9/2018,8/9/2018
Private Sound Amplification,Martin Herrera,6/4/2009,6/4/2009
Outdoor Music Venue,,4/15/2019,6/18/2019
Concrete Pouring,ROGERS - O'BRIEN CONSTRUCTION,1/6/2017,1/6/2017
Outdoor Music Venue,Scoot Inn-Austin LLC,6/21/2017,7/14/2017
Concrete Pouring,DPR Construction,7/5/2023,7/5/2023
Concrete Pouring,DPR Construction,10/11/2018,10/11/2018
Advertising Sound Amplification,Dunlap-ATX,2/23/2017,3/14/2017
Concrete Pouring,TAS Commercial Concrete Construction LLC,8/28/2020,8/28/2020
Concrete Pouring,Gilbane,7/27/2017,7/27/2017
Concrete Pouring,DPR Construction,8/14/2017,8/14/2017
Outdoor Music Venue,1530 Barton Springs LLC,1/25/2013,3/4/2013
Outdoor Music Venue,,1/24/2022,3/1/2022
Concrete Pouring,Gilbane,2/12/2018,2/12/2018
Advertising Sound Amplification,"Elm Restaurant Geoup, LLC",8/19/2010,8/19/2010
Advertising Sound Amplification,Mas Event Design,2/22/2016,2/24/2016
Advertising Sound Amplification,The Liberty,2/19/2010,3/12/2010
Outdoor Music Venue,,2/9/2010,3/11/2010
Concrete Pouring,W Hotels,9/3/2009,9/3/2009
Advertising Sound Amplification,,4/25/2013,4/26/2013
Advertising Sound Amplification,Homeslice Pizza,2/14/2013,3/29/2013
Concrete Pouring,Capform Inc,3/21/2017,3/21/2017
Outdoor Music Venue,Circuit of the Americas,12/9/2022,12/27/2022
Private Sound Amplification,Waterloo Brothers LLC,5/20/2010,5/20/2010
Advertising Sound Amplification,Empire Room,3/3/2010,3/17/2010
Outdoor Music Venue,,1/27/2020,2/28/2020
Concrete Pouring,Austin Commercial,1/4/2018,1/4/2018
Concrete Pouring,DPR Construction,9/24/2020,9/24/2020
Concrete Pouring,McClone Construction Company,11/16/2020,11/17/2020
Concrete Pouring,JE Dunn Construction,7/9/2021,7/9/2021
Concrete Pouring,DPR Construction,7/23/2019,7/23/2019
Concrete Pouring,DPR Construction,3/13/2023,3/13/2023
Outdoor Music Venue,"Jack & Ginger Rock Rose, INC",6/16/2017,2/16/2018
Concrete Pouring,Hensel Phelps Construction,3/26/2020,3/26/2020
Private Sound Amplification,Austin Speed Shop,3/30/2011,3/30/2011
Concrete Pouring,The Beck Group,5/13/2022,5/16/2022
Outdoor Music Venue,Carmack Concepts,11/13/2015,12/4/2015
Concrete Pouring,TAS Commercial Concrete Construction LLC,3/30/2021,3/30/2021
Advertising Sound Amplification,Empire,5/8/2014,6/4/2014
Concrete Pouring,JE Dunn,3/13/2023,3/13/2023
Government Amplified Sound,Health Alliance for Austin Musicians,9/23/2013,9/23/2013
Concrete Pouring,Holder Construction Company,3/12/2019,
Private Sound Amplification,La Frenetika Music LLC,2/25/2019,3/13/2019
Advertising Sound Amplification,"MCGARRAH JESSEE, L.P.",8/29/2011,
Concrete Pouring,Capform,9/18/2013,9/18/2013
Concrete Pouring,DPR Construction,12/14/2022,12/20/2022
Outdoor Music Venue,,6/11/2015,10/23/2015
Outdoor Music Venue,,2/11/2022,3/27/2022
Concrete Pouring,United Forming,3/30/2022,4/1/2022
Concrete Pouring,DPR Construction,10/6/2023,10/6/2023
Concrete Pouring,Capform Inc,3/11/2013,3/11/2013
Private Sound Amplification,Austin Tejano Music Coalition,2/22/2018,
Outdoor Music Venue,,7/19/2013,9/19/2013
Outdoor Music Venue,,2/13/2017,3/7/2017
Concrete Pouring,Beck Commercial Construction LLC,1/4/2016,1/21/2016
Concrete Pouring,Capform Inc,12/26/2023,12/26/2023
Outdoor Music Venue,,5/25/2022,6/21/2022
Outdoor Music Venue,W Austin,2/19/2015,3/27/2015
Outdoor Music Venue,,8/31/2020,10/29/2020
Outdoor Music Venue,Fareground,2/28/2024,5/9/2024
Concrete Pouring,Flintco,7/11/2019,7/11/2019
Concrete Pouring,JE Dunn Construction,7/18/2024,7/24/2024
Advertising Sound Amplification,"Foster ATX, LLC",4/27/2018,4/27/2018
Concrete Pouring,"Balfour Beatty Construction, LLC",7/20/2015,7/20/2015
Advertising Sound Amplification,EASTSIDE KINGS FOUNDATION,9/9/2016,9/9/2016
